Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
donate furniture with free pick-up ottawa,18,18,140,21,0.00,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0,832000,"[29,64,82,82,100,100,64,100,100,100,82,41]",2026-02-24,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
donate furniture with free pick-up ottawa,84,84,140,21,0.00,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0,832000,"[29,64,82,82,100,100,64,100,100,100,82,41]",2026-02-24,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
moving companies that move long distance,62,62,70,30,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,426000000,"[18,23,0,1,18,6,8,6,5,15,35,8]",2026-01-20,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,Organic
movers and storage companies near me,58,58,170,41,6.26,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.73,32300000,"[44,81,54,28,18,15,18,11,11,23,8,8]",2026-02-23,"Local pack, Video, People also ask, Related searches, AI overview",transactional,Organic
storage move,18,18,480,24,7.04,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.31,975000000,"[0,0,4,8,24,100,0,16,10,54,20,16]",2026-03-02,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
cost of moving boxes,21,21,320,24,0.67,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.98,235000000,"[66,66,66,66,66,66,66,66,66,100,81,66]",2026-02-05,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
movers box,30,30,110,22,0.83,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,0,"[19,26,3,26,34,53,34,100,100,80,42,26]",2026-03-09,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Popular products, Related searches",commercial,Organic
emdonmoving,2,2,110,14,3.78,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.14,328,"[17,17,17,23,17,23,53,100,28,23,23,2]",2026-03-03,"People also ask, Related searches","commercial, informational",People also ask
where to donate couches,76,76,210,38,1.01,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.54,5960000,"[65,80,65,80,65,100,53,65,80,80,65,80]",2026-01-24,"Local pack, Video, People also ask, Related searches",commercial,Organic
furniture bank toronto ontario,86,86,720,38,1.15,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.21,3230000,"[76,76,45,45,24,55,30,45,100,45,55,55]",2026-02-15,"Knowledge panel, Sitelinks, Video, Ads top, People also ask, Related searches",navigational,Organic
refrigerator movers,42,42,70,23,2.75,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.96,6260000,"[2,2,2,2,2,2,2,5,4,100,2,0]",2026-02-21,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
moving company local,12,12,70,55,5.78,https://www.firstratemovers.com/,0,0,0.00,0.21,0,"[11,1,1,6,8,8,23,15,11,15,15,28]",2026-03-08,"Knowledge panel, Video, Related searches, AI overview",commercial,Organic
moving company local,84,84,70,55,5.78,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.21,0,"[11,1,1,6,8,8,23,15,11,15,15,28]",2026-03-08,"Knowledge panel, Video, Related searches, AI overview",commercial,Organic
how much do piano movers cost,16,16,110,3,1.41,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.6,84300000,"[41,64,64,64,100,64,64,41,52,100,64,64]",2026-03-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
how much do piano movers cost,27,27,110,3,1.41,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.6,84300000,"[41,64,64,64,100,64,64,41,52,100,64,64]",2026-03-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
how much do piano movers cost,47,47,110,3,1.41,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.6,84300000,"[41,64,64,64,100,64,64,41,52,100,64,64]",2026-03-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
where can i sell used stuff,44,44,70,44,1.39,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.36,147,"[64,50,50,50,50,64,50,50,50,50,35,35]",2026-03-11,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
top rated moving companies,10,10,110,31,7.44,https://www.firstratemovers.com/,0,0,0.00,0.74,849000000,"[28,35,23,23,35,35,35,35,17,23,23,17]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
top rated moving companies,28,28,110,31,7.44,https://www.firstratemovers.com/,0,0,0.00,0.74,849000000,"[28,35,23,23,35,35,35,35,17,23,23,17]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
small moving companies ottawa,38,38,90,38,2.45,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.92,9220000,"[50,64,64,64,64,64,64,78,100,100,64,64]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
small moving companies ottawa,41,41,90,38,2.45,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.92,9220000,"[50,64,64,64,64,64,64,78,100,100,64,64]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
small moving companies ottawa,73,73,90,38,2.45,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.92,9220000,"[50,64,64,64,64,64,64,78,100,100,64,64]",2026-03-03,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
long distance move,31,31,480,32,9.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.18,973000000,"[54,66,81,81,81,81,54,100,100,100,81,100]",2026-01-26,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
small moving companies,17,17,110,47,4.06,https://www.firstratemovers.com/,0,0,0.00,0.83,648000000,"[29,41,64,64,52,29,52,82,82,82,82,100]",2026-03-04,"Local pack, People also ask, Related searches",commercial,Organic
good moving companies,20,20,390,53,5.79,https://www.firstratemovers.com/,0,0,0.00,0.57,1030000000,"[30,36,16,13,45,36,30,24,36,30,36,16]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
good moving companies,93,93,390,53,5.79,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.57,1030000000,"[30,36,16,13,45,36,30,24,36,30,36,16]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
moving companies in vaughan ontario,4,4,1000,21,11.12,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.67,6850000,"[46,52,100,68,100,46,52,52,46,68,37,25]",2026-02-09,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask
long distance moving services near me,19,19,50,35,10.96,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.5,567000000,"[2,0,0,0,0,0,2,2,1,10,16,3]",2026-02-21,"Local pack, People also ask, Related searches",transactional,Organic
long distance moving services near me,22,22,50,35,10.96,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.5,567000000,"[2,0,0,0,0,0,2,2,1,10,16,3]",2026-02-21,"Local pack, People also ask, Related searches",transactional,Organic
long distance moving services near me,48,48,50,35,10.96,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.5,567000000,"[2,0,0,0,0,0,2,2,1,10,16,3]",2026-02-21,"Local pack, People also ask, Related searches",transactional,Organic
inexpensive long distance moving,31,31,170,17,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,11100000,"[34,53,100,65,53,100,53,65,53,100,34,26]",2026-03-05,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
moving companies in ontario,46,46,90,17,7.22,https://www.firstratemovers.com/,0,0,0.00,0.66,44800000,"[19,23,33,52,66,66,23,42,33,52,52,66]",2026-02-28,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
average rate for movers,1,1,140,15,2.10,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.71,31600000,"[7,7,53,53,53,65,65,53,53,65,42,53]",2026-02-17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",People also ask
average rate for movers,9,9,140,15,2.10,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.71,31600000,"[7,7,53,53,53,65,65,53,53,65,42,53]",2026-02-17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
average rate for movers,39,39,140,15,2.10,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.71,31600000,"[7,7,53,53,53,65,65,53,53,65,42,53]",2026-02-17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
average rate for movers,42,42,140,15,2.10,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.71,31600000,"[7,7,53,53,53,65,65,53,53,65,42,53]",2026-02-17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
move companies,32,32,170,59,6.74,https://www.firstratemovers.com/,0,0,0.00,0.33,1850000000,"[23,15,6,6,15,9,54,44,23,23,44,36]",2026-01-22,"Local pack, People also ask, Related searches",commercial,Organic
ottawa moving truck rental,30,30,90,32,0.73,https://www.firstratemovers.com/,0,0,0.00,0.67,2460000,"[0,41,23,29,82,52,82,64,100,82,5,5]",2026-02-27,"Local pack, Related searches",commercial,Organic
movers local movers,32,32,590,62,5.44,https://www.firstratemovers.com/,0,0,0.00,0.15,61300000,"[0,0,100,68,68,46,52,0,0,0,1,3]",2026-01-11,"Local pack, People also ask, Related searches",commercial,Organic
moving companies movers,47,47,70,34,7.03,https://www.firstratemovers.com/,0,0,0.00,0.49,0,"[66,9,19,23,23,19,42,33,23,33,33,42]",2026-03-08,"Local pack, Video, Related searches",commercial,Organic
moving companies windsor ontario,2,2,70,26,4.46,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.74,36000000,"[42,26,15,53,11,7,19,15,7,65,65,15]",2026-03-04,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
moving companies windsor ontario,2,2,70,26,4.46,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.74,36000000,"[42,26,15,53,11,7,19,15,7,65,65,15]",2026-03-04,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
moving costs ontario,96,96,390,13,2.28,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.22,23100000,"[54,54,54,66,66,66,54,66,66,100,81,66]",2026-02-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving company whitby,2,2,90,23,9.02,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.6,3320000,"[78,78,35,50,35,50,35,50,64,64,100,64]",2026-02-28,"Local pack, Image, People also ask, Related searches",commercial,People also ask
cheap movers winnipeg,1,1,210,23,1.91,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.88,1440000,"[28,28,35,43,53,35,28,66,66,53,43,100]",2026-02-28,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask
moving companies niagara region,4,4,110,36,5.48,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.89,1130000,"[15,23,12,15,19,12,12,9,9,19,9,12]",2026-02-10,"Local pack, People also ask, Related searches",commercial,People also ask
classic movers,71,71,90,25,2.55,https://www.firstratemovers.com/,0,0,0.00,0.33,35100000,"[19,26,26,42,53,53,42,53,42,34,42,26]",2026-01-26,"Local pack, Sitelinks, Video, People also ask, Related searches","commercial, navigational",Organic
moving companies cobourg ontario,2,2,110,6,3.97,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.64,110000,"[21,15,34,81,100,43,28,28,21,28,21,21]",2026-03-05,"Local pack, Image, People also ask, Related searches",commercial,People also ask
mover furniture,57,57,50,20,4.04,https://www.firstratemovers.com/,0,0,0.00,0.55,50300000,"[55,55,77,77,44,44,55,77,55,77,44,100]",2026-01-19,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
ottawa storage locker,39,39,70,37,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,849000,"[78,100,21,28,28,100,100,64,50,21,7,14]",2026-01-25,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic
ottawa storage locker,80,80,70,37,3.65,https://www.firstratemovers.com/our-storage/,0,0,0.00,0.71,849000,"[78,100,21,28,28,100,100,64,50,21,7,14]",2026-01-25,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic
ontario movers,15,15,170,32,7.22,https://www.firstratemovers.com/,0,0,0.00,0.66,8240000,"[15,6,12,15,12,12,65,81,81,81,100,100]",2026-01-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
ontario movers,59,59,170,32,7.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.66,8240000,"[15,6,12,15,12,12,65,81,81,81,100,100]",2026-01-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
lifter furniture,54,54,110,13,0.73,https://www.firstratemovers.com/professional-hoisting/,0,0,0.00,1,133000000,"[80,100,80,100,80,80,66,0,0,0,0,0]",2026-01-12,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
movers services near me,56,56,1300,64,5.98,https://www.firstratemovers.com/,0,0,0.00,0.68,84000000,"[0,0,1,1,0,3,1,100,5,0,0,0]",2026-02-25,"Local pack, Video, Ads bottom, People also ask, Related searches",transactional,Organic
movers services near me,73,73,1300,64,5.98,https://www.firstratemovers.com/,0,0,0.00,0.68,84000000,"[0,0,1,1,0,3,1,100,5,0,0,0]",2026-02-25,"Local pack, Video, Ads bottom, People also ask, Related searches",transactional,Organic
movers services near me,86,86,1300,64,5.98,https://www.firstratemovers.com/,0,0,0.00,0.68,84000000,"[0,0,1,1,0,3,1,100,5,0,0,0]",2026-02-25,"Local pack, Video, Ads bottom, People also ask, Related searches",transactional,Organic
professional movers ottawa reviews,16,16,110,14,2.06,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.4,574000,"[5,5,28,28,17,35,53,23,28,43,35,23]",2026-02-17,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
where to boxes for moving,47,47,720,49,0.89,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,278000000,"[0,0,62,81,100,55,81,100,81,0,0,8]",2026-02-09,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
movers mississauga expert moving company,93,93,110,13,0.00,https://www.firstratemovers.com/,0,0,0.00,0.07,139000,"[100,65,34,21,65,53,6,15,15,9,15,15]",2026-01-20,"Local pack, Video, Image, Related searches",commercial,Organic
okotoks moving companies,7,7,210,9,6.54,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,1,174000,"[15,11,54,81,54,11,35,28,23,81,35,28]",2026-02-28,"Local pack, Image, People also ask, Related searches",commercial,People also ask
moving house price,11,11,70,18,1.91,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.51,818000000,"[11,0,0,100,82,82,0,0,82,64,64,23]",2026-01-26,"Sitelinks, Video, Featured snippet, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic
home packing services,45,45,140,21,2.65,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.59,292000000,"[7,7,7,42,42,42,42,80,80,65,100,100]",2026-01-26,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
best moving companies ottawa,43,43,390,44,4.10,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.59,34000000,"[44,54,29,54,44,54,44,54,54,54,36,54]",2026-01-19,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
where can i buy boxes for moving,56,56,320,38,0.62,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,158000000,"[24,24,20,24,24,24,24,24,30,36,20,24]",2026-02-18,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
